equipment_id,equipment_eq_id,equipment_name,department,wo_id,audit_item,status,due_date,work_performed_by,labor_time,material_cost,downtime_hours,completed_datetime,comments,attachments
1116,EQ ID 1116,"6"" Digimatic Caliper, 06172566, Steve",Quality Assurance,664,"1) Cleaning
2) Visual
3) Functional",Closed without Action,3/18/2023,md,0.00,0.00,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:39:40 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[]
1117,EQ ID 1117,"12"" Dial Caliper, MM 84, QA",Quality Assurance,11215,"1) Cleaning
2) Visual
3) Functional",Pending,4/15/2025,,0.00,0.00,0.00,,,[]
1117,EQ ID 1117,"12"" Dial Caliper, MM 84, QA",Quality Assurance,665,"1) Cleaning
2) Visual
3) Functional",Closed without Action,3/18/2023,md,0.00,0.00,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:39:47 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[]
1118,EQ ID 1118,"3"" Machinist Square, 0157, QA",Quality Assurance,11235,1) Verify squareness,Pending,4/15/2025,,0.00,0.00,0.00,,,[]
1118,EQ ID 1118,"3"" Machinist Square, 0157, QA",Quality Assurance,666,1) Verify squareness,Closed without Action,3/18/2023,md,0.00,0.00,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:42:32 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[]
1119,EQ ID 1119,"4"" Machinist Square, 0158, QA",Quality Assurance,11262,1) Verify squareness,Pending,4/15/2025,,0.00,0.00,0.00,,,[]
1119,EQ ID 1119,"4"" Machinist Square, 0158, QA",Quality Assurance,667,1) Verify squareness,Closed without Action,3/18/2023,md,0.00,0.00,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:46:08 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[]
1120,EQ ID 1120,"6"" Machinist Square, 0159, QA",Quality Assurance,11239,1) Verify squareness,Pending,4/15/2025,,0.00,0.00,0.00,,,[]
1120,EQ ID 1120,"6"" Machinist Square, 0159, QA",Quality Assurance,668,1) Verify squareness,Closed without Action,3/18/2023,md,0.00,0.00,0.00,4/15/2024,Miguel Diaz - 04/15/24  9:43:03 AM: they greased three docks as the trucks are gone they will get to the others when time permits,[]
1126,EQ ID 1126,"Drill Fixture, T-1540003, 3"" Stile Leveling Device-1540",Quality Assurance,11263,"1) Inspect bushings, screws and locating dowel pins
2) Inspect straightness
3) General physical condition
4) Change inspection label",Pending,4/15/2025,,0.00,0.00,0.00,,,[]
